item_id,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,num_masked_target_values,ND,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
,2012-10,1895.4366003695147,220.7044199514906,850.0,141.66666666666666,80.096,0.4592497751687362,0.29710693887427486,0.2585617093464698,0.0,0.25965225876645953,4.489256277213799,132.9392540930184,0.0,220.7044199514906,0.8333333333333334,167.590391052121,0.8333333333333334
,2012-11,5594.361627482471,360.7423699572574,710.0,118.33333333333333,81.01587301587301,0.7421228222083077,0.5260382181259727,0.4193102827111641,0.0,0.5080878450102216,4.347812048630317,115.84978678001272,0.16666666666666666,360.7423699572574,0.8333333333333334,191.65135070895943,1.0
,2012-12,16385.27386602453,492.0066204201632,892.0,148.66666666666666,81.4251968503937,1.0070728297289224,0.4146467859027185,0.4962583912914993,0.0,0.551576928722156,7.152682886038876,195.96646875485052,0.0,492.0066204201632,0.5,404.0512770856677,0.8333333333333334
,2013-01,217301.60514056458,1640.9933075588083,1996.0,332.6666666666667,81.2578125,3.365816481869171,0.6446204375555674,1.0167240524569112,0.0,0.8221409356507056,86.77353685130058,456.88762545366956,0.0,1640.9933075588083,0.0,2045.6343021251168,0.6666666666666666
,2012-07,1.69075669850087,6.710028784890021,18.0,3.0,2.159090909090909,0.5179671342722122,0.5741181200494196,0.4224977660427663,0.0,0.3727793769383345,8.52873039646268,7.335262249683248,0.0,6.710028784890021,0.16666666666666666,6.611891253490464,1.0
,2012-08,1.3807836814733572,7.355884402061104,16.0,2.6666666666666665,2.1578947368421053,0.568137413167321,0.7792952129113399,0.5132895766047033,0.0,0.459742775128819,7.825112981873893,6.457639989258761,0.0,7.355884402061104,0.3333333333333333,5.8181950571092145,1.0
,2012-09,2.1855397334368694,8.351999291848434,14.0,2.3333333333333335,2.156716417910448,0.6454255508118166,1.0981968419432795,0.6417842477965355,0.0,0.5965713779891739,8.003954611941376,5.753462286227462,0.0,8.351999291848434,0.5,6.407904566196187,1.0
,2012-10,2.1594898152622695,7.570794228985215,11.0,1.8333333333333333,2.162962962962963,0.583365993671806,1.1633082713189313,0.6405645334514712,0.0,0.6882540208168377,7.704547790413542,4.993804746183402,0.0,7.570794228985215,0.8333333333333334,8.648929151828705,1.0
,2012-11,3.786901467548183,11.319586381375508,9.0,1.5,2.161764705882353,0.8727118752080891,1.6799809481736308,0.8278346085408411,0.0,1.2577318201528342,7.349266857549662,4.635418508347481,0.0,11.319586381375508,1.0,9.223320540222666,1.0
,2012-12,2.9371903799285684,9.683929908684934,11.0,1.8333333333333333,2.1605839416058394,0.7470148634514842,1.2060173941769214,0.7438556739548874,0.0,0.8803572644259031,7.673962175101594,4.9766405967618255,0.0,9.683929908684934,0.8333333333333334,7.366361439104367,1.0
,2013-01,33.83759034146579,20.421431352730288,27.0,4.5,2.152173913043478,1.5814576468444332,0.8686940067899145,0.712210691350072,0.0,0.756349309360381,25.166788598622617,9.323541890583847,0.0,20.421431352730288,0.5,20.59363984718054,0.8333333333333334
,2012-07,43.925100901817814,37.51091672588784,96.0,16.0,12.712121212121213,0.49179986172200973,0.4151540978567952,0.44348123514550847,0.0,0.39073871589466497,7.833677003329265,43.73636272863946,0.0,37.51091672588784,0.16666666666666666,34.95824147561148,1.0
,2012-08,37.342697790877274,35.04973653881634,89.0,14.833333333333334,12.68421052631579,0.46054287291667395,0.37919951378978806,0.39788913648788443,0.0,0.39381726448108245,8.356262565417202,42.7065730798494,0.0,35.04973653881634,0.6666666666666666,38.34569783813828,1.0
,2012-09,49.631979403787454,40.64524128764718,80.0,13.333333333333334,12.64179104477612,0.5358581594396618,0.48375166334026254,0.5893244292566685,0.0,0.5080655160955898,8.355721934625711,49.933876614678354,0.0,40.64524128764718,0.3333333333333333,35.3660963607398,1.0
,2012-10,18.822992660222575,23.209039697457747,65.0,10.833333333333334,12.65925925925926,0.3055607918038615,0.4687206949344444,0.36874863518077877,0.0,0.35706214919165763,8.19105069246806,33.81761776614812,0.0,23.209039697457747,0.8333333333333334,43.75587084002594,1.0
,2012-11,29.192294784136262,33.892956204821665,55.0,9.166666666666666,12.676470588235293,0.4456150467764643,0.7610403675284562,0.5153819395782998,0.0,0.6162355673603939,7.901246011286943,38.40123196690959,0.0,33.892956204821665,0.8333333333333334,43.18812914564752,1.0
,2012-12,68.57172538071089,29.499507860749514,69.0,11.5,12.656934306569344,0.3884498824416266,0.3396911510109925,0.3710386457837453,0.0,0.42752909943115236,7.96464846453061,44.10783486626205,0.0,29.499507860749514,0.5,36.3280884946922,1.0
,2013-01,1243.9223860672917,131.87916216122676,154.0,25.666666666666668,12.601449275362318,1.7442327370375017,0.7786585746788665,1.319001983883854,0.0,0.8563581958521218,18.494663478955534,63.40185568688908,0.0,131.87916216122676,0.16666666666666666,94.96372468753876,0.8333333333333334
,2012-07,22795.945719084582,790.7004565971005,1515.0,252.5,133.0681818181818,0.9903450068395224,0.4637773328747983,0.6386664975632368,0.0,0.5219144928033667,5.883234431565173,465.51277371232624,0.0,790.7004565971005,0.0,140.77768941944916,1.0
,2012-08,15501.482865711776,572.8632440058127,1395.0,232.5,133.203007518797,0.7167796667115705,0.33954429517730483,0.4610240364951299,0.0,0.4106546552012994,5.400621014643293,362.4732647884295,0.0,572.8632440058127,0.0,188.226114447553,1.0
,2012-09,12271.078948842167,532.838878278448,1265.0,210.83333333333334,132.97761194029852,0.6678303093075932,0.3782960791524433,0.41759436846322506,0.0,0.4212165045679431,5.209306880863837,355.0968867032978,0.0,532.838878278448,0.3333333333333333,199.40857746692942,1.0
,2012-10,1593.274000083053,193.8129726708557,1023.0,170.5,133.7925925925926,0.24143460774522493,0.21218089778298307,0.17862108392618062,0.0,0.18945549625694594,5.681967116242859,275.2771782980111,0.0,193.8129726708557,0.8333333333333334,303.7723707192044,1.0
,2012-11,8193.038802480478,503.8650736275278,855.0,142.5,134.53676470588235,0.624197500622541,0.6118713348507364,0.5361016914987496,0.0,0.5893158755877518,5.277971570073295,236.0184715055732,0.0,503.8650736275278,0.8333333333333334,315.74098932232255,1.0
,2012-12,19906.17282239157,542.9011292664358,1074.0,179.0,134.72262773722628,0.6716282414034576,0.37344620068473705,0.463156824756134,0.0,0.5054945337676311,5.696472360273345,380.5391881696943,0.0,542.9011292664358,0.5,316.48808977213525,0.8333333333333334
,2013-01,298746.73500182846,1785.5272688370703,2403.0,400.5,134.268115942029,2.2163704022479687,0.45831618593103585,0.6988032780602326,0.0,0.7430408942309905,50.779189771487246,633.5757583278371,0.0,1785.5272688370703,0.16666666666666666,2058.1488742892075,0.6666666666666666
,2012-07,78387.25510067747,1481.1406851997249,2363.0,393.8333333333333,127.65151515151516,1.933833535572341,0.5775446241645971,0.8437955183174756,0.0,0.6268051989842255,15.84862833060908,527.2287273227132,0.0,1481.1406851997249,0.0,830.6870425052929,0.3333333333333333
,2012-08,45055.24476528902,1005.3559895141758,2175.0,362.5,128.46616541353384,1.304307099432141,0.39938857124496124,0.5469495903899088,0.0,0.4622326388570923,9.955450575022732,439.3744295848021,0.0,1005.3559895141758,0.0,553.3534884038838,0.5
,2012-09,37916.68895043139,851.5004296509974,1972.0,328.6666666666667,128.71641791044777,1.1025535093270102,0.32497596264410633,0.4266753484713131,0.0,0.4317953497216011,8.84727327835829,414.127925503904,0.0,851.5004296509974,0.16666666666666666,582.7001379802608,0.6666666666666666
,2012-10,1712.0898534379712,247.48906607477207,1596.0,266.0,130.57037037037037,0.3159076409305254,0.19579373676912018,0.20524048846587228,0.0,0.15506833713958149,4.588520163738823,248.7333105124452,0.0,247.48906607477207,0.5,236.94448278258633,1.0
,2012-11,10376.71316185556,448.66586717362907,1333.0,222.16666666666666,132.31617647058823,0.5651436318941703,0.31770907533910375,0.3331252377231924,0.0,0.3365835462667885,4.863502356678819,262.2677282034038,0.0,448.66586717362907,0.5,208.71204846743595,1.0
,2012-12,56261.75079278075,900.8519673380115,1675.0,279.1666666666667,133.16788321167883,1.127464002094822,0.4208584910928603,0.58103204094081,0.0,0.5378220700525441,15.018360018747677,419.5111397282248,0.0,900.8519673380115,0.16666666666666666,719.7765155933556,0.8333333333333334
,2013-01,759486.2528094738,3072.520732801331,3747.0,624.5,133.02898550724638,3.8494376759140763,0.6537454515364725,1.0297124027925995,0.0,0.8199948579667283,98.55618041166875,873.7077102429007,0.0,3072.520732801331,0.0,3873.9936089102775,0.6666666666666666
,2012-07,1.8758643874533485,7.389789204974418,18.0,3.0,2.303030303030303,0.5347873766757802,0.7751200804236493,0.41663324615631775,0.0,0.410543844720801,9.694320951528375,7.567762865390268,0.0,7.389789204974418,0.3333333333333333,8.84906570004751,1.0
,2012-08,2.639856293205409,6.807440902838152,16.0,2.6666666666666665,2.300751879699248,0.4931316122426331,0.8117924956493227,0.47537831346168763,0.0,0.4254650564273845,8.956771525772881,6.965066645582555,0.0,6.807440902838152,0.6666666666666666,9.553748734060703,1.0
,2012-09,4.259126871197016,9.991866658256496,14.0,2.3333333333333335,2.298507462686567,0.724518469808642,1.3031126402349387,0.7061380665083407,0.0,0.7137047613040355,9.106427819457556,7.7957596342969735,0.0,9.991866658256496,0.5,8.834581656737377,1.0
,2012-10,3.9348027283407134,10.485631827376013,11.0,1.8333333333333333,2.303703703703704,0.7586068042313835,1.6718049674485538,0.7406987896658984,0.0,0.953239257034183,8.873661204469924,6.2395343300108035,0.0,10.485631827376013,0.6666666666666666,8.757139646649792,1.0
,2012-11,3.23030653083266,10.949051620141708,9.0,1.5,2.301470588235294,0.7929025667408266,1.5662876296372517,0.8670363375679283,0.0,1.2165612911268564,8.707969874246274,7.321228488834298,0.0,10.949051620141708,0.8333333333333334,8.991882534006427,1.0
,2012-12,4.917351097514938,11.233390043979128,11.0,1.8333333333333333,2.2992700729927007,0.8142721883730902,1.4612304728777896,0.9169805999459424,0.0,1.0212172767253753,8.78819807050693,6.907800662385882,0.0,11.233390043979128,0.6666666666666666,7.993469819372003,1.0
,2013-01,34.57188192514149,22.13532452741701,27.0,4.5,2.289855072463768,1.6111153928183266,0.9011140171443857,0.8986880847911717,0.0,0.8198268343487781,19.998168023776586,11.301069190550336,0.0,22.13532452741701,0.5,18.266132196730716,0.8333333333333334
